房源名称,房型面积,户型,朝向,地区,具体地址,照片地址,链接地址,月租价格
整租·金科时代中心,32.00㎡,1室1厅1卫,南,长沙县,泉塘-金科时代中心,"https://image1.ljcdn.com/110000-inspection/pc1_g03mbecCq.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1669347741953687552.html,1200 元/月
整租·联晟大厦,103.00㎡,3室2厅1卫,南北,岳麓,银盆岭-联晟大厦,"https://image1.ljcdn.com/110000-inspection/pc1_gnbedDY0f.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1669537185860157440.html,3500 元/月
整租·鼓风机厂宿舍,62.00㎡,2室1厅1卫,东南,雨花,树木岭-鼓风机厂宿舍,"https://image1.ljcdn.com/110000-inspection/pc1_rM0yxjoEq.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1669550806640099328.html,1600 元/月
整租·华润凤凰城,117.00㎡,3室2厅2卫,南北,长沙县,开元路-华润凤凰城,"https://image1.ljcdn.com/110000-inspection/pc1_A6HiT6Etl.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1650516339103629312.html,2700 元/月
整租·东业上城嘉苑,119.61㎡,3室2厅2卫,东南,芙蓉,汽车东站-东业上城嘉苑,"https://image1.ljcdn.com/110000-inspection/pc1_p8ynobzQR.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1650699114427449344.html,1000 元/月
整租·金科时代中心,55.00㎡,1室1厅1卫,南,长沙县,泉塘-金科时代中心,"https://image1.ljcdn.com/110000-inspection/pc1_xLBjS62Ny.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1650538695607975936.html,2500 元/月
整租·明昇壹城,38.59㎡,1室1厅1卫,东西,雨花,武广新城-明昇壹城,"https://image1.ljcdn.com/110000-inspection/pc1_TADm8M5MM.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1650534025833480192.html,2000 元/月
整租·金科时代中心,55.00㎡,1室1厅1卫,南,长沙县,泉塘-金科时代中心,"https://image1.ljcdn.com/110000-inspection/pc1_zbx7CaIjV_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1650532325198397440.html,2200 元/月
整租·东岸锦城C区,77.00㎡,4室2厅2卫,南北,芙蓉,汽车东站-东岸锦城C区,"https://image1.ljcdn.com/110000-inspection/pc1_bgGG5AMAP.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1650710312132804608.html,1600 元/月
整租·北辰三角洲奥城E3区,109.00㎡,3室2厅2卫,南,开福,北辰三角洲-北辰三角洲奥城E3区,"https://image1.ljcdn.com/110000-inspection/pc1_32muN0INU.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1650709016709431296.html,3800 元/月
独栋·依家公寓,20.00㎡,1室1厅1卫,1间在租,,,https://image1.ljcdn.com/rent-user-avatar/c4a58739-7638-4537-a6de-eb3fbfa6fd21.250x182.jpg,https://cs.lianjia.com/apartment/52199.html,1399 元/月
整租·华丽家族,150.57㎡,4室2厅2卫,南,天心,南郊公园-华丽家族,"https://image1.ljcdn.com/110000-inspection/7753adac-cec3-4162-a8ea-66788f656d40_1000.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1650712464339238912.html,2800 元/月
整租·招商华发依云曦城,125.90㎡,4室2厅2卫,南,岳麓,岳麓其他-招商华发依云曦城,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1650709517928759296.html,2700 元/月
整租·洋湖和园,80.00㎡,2室2厅1卫,南,岳麓,洋湖垸-洋湖和园,"https://image1.ljcdn.com/110000-inspection/pc1_QT2eTqjT0.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1650716658756485120.html,2000 元/月
合租·亚华香舍花都,15.00㎡,4室0厅2卫,南,雨花,东塘-亚华香舍花都,https://image1.ljcdn.com/rent-user-avatar/504da532-76d3-46cf-ab53-4f9c4b7f2d94.250x182.jpg,https://cs.lianjia.com/zufang/CS2758849527946682368.html,550 元/月
整租·长房云时代,38.00㎡,1室1厅1卫,南,岳麓,雷锋大道-长房云时代,https://image1.ljcdn.com/rent-user-avatar/c3768684-0981-43cb-b901-dc45364ae869.250x182.jpg,https://cs.lianjia.com/zufang/CS1693134111394234368.html,1800 元/月
整租·融源及第,125.00㎡,3室2厅2卫,南北,天心,省政府-融源及第,"https://image1.ljcdn.com/110000-inspection/pc1_NlSeIeQna.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1650716153036668928.html,3000 元/月
整租·富景园,110.00㎡,3室2厅2卫,南北,天心,德思勤-富景园,"https://image1.ljcdn.com/110000-inspection/pc1_eRUxMi5t6.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1650812659362168832.html,1950 元/月
整租·砂子塘社区,45.00㎡,1室1厅1卫,南,雨花,雨花亭-砂子塘社区,"https://image1.ljcdn.com/110000-inspection/pc1_xctzQwUjP.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1650809992841789440.html,950 元/月
合租·星典时代,30.00㎡,4室1厅2卫,南,芙蓉,晚报-星典时代,https://image1.ljcdn.com/rent-user-avatar/24ea26d2-15d2-4194-811d-be47e16435c8.250x182.jpg,https://cs.lianjia.com/zufang/CS1693155356412215296.html,1040 元/月
整租·未来康桥长郡,100.00㎡,3室2厅2卫,南,长沙县,泉塘-未来康桥长郡,"https://image1.ljcdn.com/110000-inspection/pc1_e5OlIzAM5.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1650795170481831936.html,2000 元/月
合租·星典时代,25.00㎡,3室1厅2卫,南,芙蓉,晚报-星典时代,https://image1.ljcdn.com/rent-user-avatar/77125a91-e8d6-4dfe-94cf-d2f5dc12d0ea.250x182.jpg,https://cs.lianjia.com/zufang/CS1693155355426553856.html,869 元/月
整租·龙湖春江郦城,110.68㎡,3室2厅2卫,南,岳麓,滨江新城-龙湖春江郦城,"https://image1.ljcdn.com/110000-inspection/pc1_YZ1hTiKcq_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1650807536976134144.html,4900 元/月
合租·上河国际花园C区,35.00㎡,4室1厅2卫,南,雨花,高桥-上河国际花园C区,https://image1.ljcdn.com/rent-user-avatar/125f980f-795d-48ac-a613-fe0e07e75356.250x182.jpg,https://cs.lianjia.com/zufang/CS1679406833627824128.html,800 元/月
合租·恒丰佳星园,25.00㎡,4室1厅2卫,南,雨花,左家塘-恒丰佳星园,https://image1.ljcdn.com/rent-user-avatar/8444eeeb-ae73-48dd-b033-d81b44977407.250x182.jpg,https://cs.lianjia.com/zufang/CS1679802920419196928.html,800 元/月
合租·绿城桂花城,25.00㎡,4室1厅2卫,南,雨花,武广新城-绿城桂花城,https://image1.ljcdn.com/rent-user-avatar/c3dd25d2-858c-4a9c-8910-e813017f7770.250x182.jpg,https://cs.lianjia.com/zufang/CS1679443758313111552.html,760 元/月
整租·长沙市液化石油气公司宿舍,63.21㎡,2室1厅1卫,西,芙蓉,火车站-长沙市液化石油气公司宿舍,"https://image1.ljcdn.com/110000-inspection/854ba4ec-f6dc-4a40-8158-fbc50181c851.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1650808346631995392.html,1600 元/月
整租·世纪城悦江苑,135.00㎡,3室2厅2卫,南,开福,湘江世纪城-世纪城悦江苑,"https://image1.ljcdn.com/110000-inspection/pc1_cjTAWFcqA_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1650767983611478016.html,3200 元/月
整租·新城和樾,33.77㎡,1室0厅1卫,南,开福,金霞-新城和樾,"https://image1.ljcdn.com/110000-inspection/pc1_eJheOUf51.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1650740035399450624.html,1100 元/月
整租·丽景新贵,126.00㎡,3室2厅2卫,南,芙蓉,晚报-丽景新贵,"https://image1.ljcdn.com/110000-inspection/pc1_6YJMLygI0_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1650733760376733696.html,2700 元/月
整租·丽景新贵,128.00㎡,3室2厅2卫,南北,芙蓉,晚报-丽景新贵,"https://image1.ljcdn.com/110000-inspection/7ae7f3af-32ac-4e75-8e10-8ecff76bbb18.png!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1650737174909288448.html,2400 元/月
合租·白沙湾嘉园,30.00㎡,4室1厅2卫,南,雨花,武广新城-白沙湾嘉园,https://image1.ljcdn.com/rent-user-avatar/adfb40b4-7399-487b-8402-f44ac7a32678.250x182.jpg,https://cs.lianjia.com/zufang/CS1689130061535379456.html,750 元/月
合租·白沙湾嘉园,20.00㎡,4室1厅2卫,南,雨花,武广新城-白沙湾嘉园,https://image1.ljcdn.com/rent-user-avatar/075cb4e5-c23f-4f36-b1f9-2497b1ed0c42.250x182.jpg,https://cs.lianjia.com/zufang/CS1679440606398513152.html,890 元/月
整租·长房云时代,30.00㎡,5室0厅2卫,东,岳麓,雷锋大道-长房云时代,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1669601280441450496.html,950 元/月
整租·新芙蓉之都佳苑,92.00㎡,2室2厅1卫,南,雨花,雨花亭-新芙蓉之都佳苑,https://image1.ljcdn.com/rent-user-avatar/062ccc4b-a316-4adc-a7eb-5ded6344759d.250x182.jpg,https://cs.lianjia.com/zufang/CS1690578619300052992.html,3500 元/月
整租·天佑大厦,60.00㎡,1室1厅1卫,南,芙蓉,晚报-天佑大厦,https://image1.ljcdn.com/rent-user-avatar/4dfd7967-118b-46d2-a232-208e8798690d.250x182.jpg,https://cs.lianjia.com/zufang/CS1608326390552199168.html,2000 元/月
整租·通用时代国际社区,75.00㎡,2室2厅1卫,南北,天心,金盆岭-通用时代国际社区,"https://image1.ljcdn.com/110000-inspection/pc1_Iy1dyOxoi.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1669639557038997504.html,2200 元/月
整租·长沙欧洲城,86.00㎡,2室1厅1卫,南,天心,德思勤-长沙欧洲城,https://image1.ljcdn.com/rent-user-avatar/34ac8768-6fe0-49bc-b202-7b1befe25c11.250x182.jpg,https://cs.lianjia.com/zufang/CS1575068829598351360.html,3200 元/月
整租·北辰三角洲奥城E5区,58.00㎡,1室1厅1卫,南,开福,北辰三角洲-北辰三角洲奥城E5区,"https://image1.ljcdn.com/110000-inspection/pc1_fZxxHuytc.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1669639561979887616.html,2600 元/月
整租·长沙百联购物公园空港8号,59.18㎡,2室1厅1卫,南,长沙县,星沙其他-长沙百联购物公园空港8号,https://image1.ljcdn.com/rent-user-avatar/e0d3f094-37b4-4a78-941d-1c1828f67c3b.250x182.jpg,https://cs.lianjia.com/zufang/CS1677247979200708608.html,2400 元/月
整租·省建院小区,98.00㎡,3室2厅2卫,南,芙蓉,浏城桥-省建院小区,"https://image1.ljcdn.com/110000-inspection/pc1_xuOnRmWro.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1669640262499958784.html,2400 元/月
整租·定王大厦,165.00㎡,3室1厅0卫,南,芙蓉,浏城桥-定王大厦,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1669653149079568384.html,7000 元/月
整租·天晟海拔东方,64.00㎡,2室2厅1卫,北,雨花,武广新城-天晟海拔东方,"https://image1.ljcdn.com/110000-inspection/pc1_CfIhnmp7L.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1669646043408498688.html,2300 元/月
整租·柠檬丽都,112.90㎡,3室2厅2卫,南北,天心,新开铺-柠檬丽都,"https://image1.ljcdn.com/110000-inspection/pc1_fXDx7TvCA_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1669641182617010176.html,2500 元/月
整租·阳光城檀悦,42.00㎡,2室1厅1卫,南,开福,松桂园-阳光城檀悦,"https://image1.ljcdn.com/110000-inspection/pc1_xmKYbaxwC.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1669657574011568128.html,3300 元/月
整租·新里程潇湘名城,180.00㎡,5室2厅2卫,南,雨花,武广新城-新里程潇湘名城,https://image1.ljcdn.com/rent-user-avatar/f816d64d-6f67-46a4-86bf-dae37961d61c.250x182.jpg,https://cs.lianjia.com/zufang/CS1575061423652864000.html,7000 元/月
整租·湖南省水电设计院宿舍,70.00㎡,2室2厅1卫,南北,雨花,东塘-湖南省水电设计院宿舍,"https://image1.ljcdn.com/110000-inspection/pc1_te1C8KpSw.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1669647608840192000.html,2600 元/月
整租·凤凰城（三期）紫云府,80.00㎡,2室2厅1卫,南,长沙县,开元路-凤凰城（三期）紫云府,"https://image1.ljcdn.com/110000-inspection/6488542c-e9f0-480f-8687-53c458b3287f.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1669655155366166528.html,2100 元/月
整租·建发央玺,36.70㎡,2室1厅1卫,南,雨花,雨花亭-建发央玺,"https://image1.ljcdn.com/110000-inspection/pc1_KUwrfnV29.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1669659134108106752.html,3200 元/月
整租·明昇壹城,140.00㎡,3室2厅2卫,南,雨花,武广新城-明昇壹城,https://image1.ljcdn.com/rent-user-avatar/a22a9e3f-06a2-47d3-97a5-000bc086a7ca.250x182.jpg,https://cs.lianjia.com/zufang/CS1574698730991386624.html,4300 元/月
整租·锦璨家园,125.00㎡,3室2厅2卫,南,长沙县,开元路-锦璨家园,"https://image1.ljcdn.com/110000-inspection/8e1962fe-544c-4286-a081-7f501e1ebce3.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1669659184829825024.html,2100 元/月
整租·童话里,90.00㎡,2室2厅1卫,东,天心,新开铺-童话里,"https://image1.ljcdn.com/110000-inspection/pc1_u01sDWCpm.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1669667393577680896.html,2200 元/月
整租·万达公馆,243.00㎡,3室2厅3卫,东南,开福,松桂园-万达公馆,https://image1.ljcdn.com/rent-user-avatar/db656009-ff6b-4eb9-a28a-b671bbf4653e.250x182.jpg,https://cs.lianjia.com/zufang/CS1676820269173309440.html,13000 元/月
整租·金茂梅溪湖,108.00㎡,3室1厅1卫,南,岳麓,梅溪湖南岸-金茂梅溪湖,https://image1.ljcdn.com/rent-user-avatar/972c192b-d21e-43cd-8b5c-d63cee0fafc2.250x182.jpg,https://cs.lianjia.com/zufang/CS1575395980092637184.html,3300 元/月
整租·香江锦城,110.00㎡,3室1厅1卫,南,开福,伍家岭-香江锦城,https://image1.ljcdn.com/rent-user-avatar/fb14fe33-8d97-4828-9a6c-0d25b9dbaa43.250x182.jpg,https://cs.lianjia.com/zufang/CS1574711537916968960.html,3600 元/月
整租·碧桂园漓湘悦,35.00㎡,1室1厅1卫,南,长沙县,泉塘-碧桂园漓湘悦,"https://image1.ljcdn.com/110000-inspection/pc1_ImYmjGq2j.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1669660815176761344.html,1400 元/月
整租·大地金墅,85.00㎡,2室1厅2卫,南,开福,伍家岭-大地金墅,https://image1.ljcdn.com/rent-user-avatar/c1462ed9-eca5-4f87-ab15-8f76385804de.250x182.jpg,https://cs.lianjia.com/zufang/CS1630426442267361280.html,3500 元/月
整租·北辰三角洲奥城E4区,90.00㎡,3室1厅1卫,南,开福,北辰三角洲-北辰三角洲奥城E4区,https://image1.ljcdn.com/rent-user-avatar/ed75e593-b72a-4e36-ae90-95cd38cb3343.250x182.jpg,https://cs.lianjia.com/zufang/CS1574700042306977792.html,3400 元/月
整租·碧桂园漓湘悦,38.00㎡,1室1厅1卫,东南,长沙县,泉塘-碧桂园漓湘悦,"https://image1.ljcdn.com/110000-inspection/pc1_tSa88ghPu.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1669647509456158720.html,1400 元/月
整租·万润·滨江天著,146.00㎡,5室2厅2卫,南,望城,金星北-万润·滨江天著,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1669651067366801408.html,3000 元/月
整租·华润凤凰城,80.00㎡,2室2厅1卫,南,长沙县,开元路-华润凤凰城,"https://image1.ljcdn.com/110000-inspection/pc1_oHCBZpobU.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1669655330423832576.html,2300 元/月
整租·新城和樾,33.78㎡,1室1厅1卫,南西,开福,金霞-新城和樾,"https://image1.ljcdn.com/110000-inspection/pc1_AkaxY5tLO_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1669659795004588032.html,1300 元/月
整租·碧桂园漓湘悦,35.00㎡,1室1厅1卫,南,长沙县,泉塘-碧桂园漓湘悦,"https://image1.ljcdn.com/110000-inspection/pc1_spUSEdutp.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1669651131678064640.html,1000 元/月
整租·恒鑫澜北湾,150.00㎡,5室2厅2卫,南,开福,开福区政府-恒鑫澜北湾,"https://image1.ljcdn.com/110000-inspection/pc1_msGrmvabv_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1669204328558100480.html,3000 元/月
整租·融科檀香山,45.00㎡,1室1厅1卫,南,雨花,武广新城-融科檀香山,"https://image1.ljcdn.com/110000-inspection/pc1_wxcY7x7yS.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1669206231891312640.html,1900 元/月
整租·华润凤凰城二期,97.00㎡,3室2厅1卫,南,长沙县,开元路-华润凤凰城二期,"https://image1.ljcdn.com/110000-inspection/pc1_lSGAUxyt7.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1669020298374021120.html,2300 元/月
整租·中房F联邦,156.00㎡,4室2厅2卫,南,岳麓,枫林三路-中房F联邦,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1650018185631498240.html,4000 元/月
整租·博林金谷,65.00㎡,2室1厅1卫,南,天心,新开铺-博林金谷,"https://image1.ljcdn.com/110000-inspection/pc1_ITBO5uzxM.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1649756063206998016.html,2500 元/月
整租·北辰定江洋,113.00㎡,2室2厅2卫,南,开福,北辰三角洲-北辰定江洋,"https://image1.ljcdn.com/110000-inspection/pc1_DGCQE82br.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1649803566056996864.html,12000 元/月
整租·富基世纪公园二期,134.38㎡,4室2厅2卫,南,望城,金星北-富基世纪公园二期,https://image1.ljcdn.com/rent-user-avatar/0c67a7ff-8de0-4f20-86ac-ced58ababe98.250x182.jpg,https://cs.lianjia.com/zufang/CS1633378777885048832.html,2300 元/月
独栋·泊寓,16.50㎡,1室0厅1卫,3间在租,,,https://image1.ljcdn.com/rent-user-avatar/e0b5a017-0d89-450d-b9c3-318b170acaa1.250x182.jpg,https://cs.lianjia.com/apartment/25503.html,1549 元/月
整租·建安新商汇,87.00㎡,2室1厅1卫,南,芙蓉,马王堆-建安新商汇,"https://image1.ljcdn.com/110000-inspection/pc1_eikf6CWdl.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1649782115111272448.html,4200 元/月
整租·欧亚达国际广场,44.00㎡,1室1厅1卫,东南,雨花,树木岭-欧亚达国际广场,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1649977540279795712.html,1900 元/月
合租·上河国际花园C区,22.00㎡,5室1厅2卫,南,雨花,高桥-上河国际花园C区,https://image1.ljcdn.com/rent-user-avatar/67514d9f-743d-4a81-9c15-19f5fe3558e6.250x182.jpg,https://cs.lianjia.com/zufang/CS1632215690867900416.html,730 元/月
整租·珠江东方明珠,113.00㎡,4室2厅2卫,北,望城,金星北-珠江东方明珠,"https://image1.ljcdn.com/110000-inspection/pc1_YUDGXF81e.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1649973071362129920.html,2000 元/月
整租·五江天街碧桂园印象,36.00㎡,1室1厅1卫,南,雨花,喜盈门-五江天街碧桂园印象,"https://image1.ljcdn.com/110000-inspection/pc1_16JsSgfyU.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1650000057014943744.html,1800 元/月
整租·东方芙蓉,66.62㎡,2室1厅1卫,北,芙蓉,马王堆-东方芙蓉,"https://image1.ljcdn.com/110000-inspection/pc1_yRUYiKtyY.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1650002550503505920.html,2300 元/月
整租·五江天街碧桂园印象,38.00㎡,1室1厅1卫,南,雨花,喜盈门-五江天街碧桂园印象,"https://image1.ljcdn.com/110000-inspection/pc1_pTrfG6LOe.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1650000175621472256.html,1800 元/月
